rank,author_id,text,created_at,date,time,author_name,url,sentiment,class
top2,translink@transit.alerts.social,3 Downtown trip leaving Marine Drive Station @ Bay 1 at 4:01 pm is cancelled today from Main &amp; National due to traffic.,2023-05-02 23:54:42+00:00,2023-05-02,3:54:42+,TransLink Alerts,https://transit.alerts.social/o/6451a3af1c3f3214fbd29fa1,negative,mastodon
top2,translink@transit.alerts.social,3 Main-Marine Drive Station trip leaving Waterfront Station @ Bay 3 at 4:55 pm is cancelled today due to traffic. Resume at Main &amp; Hastings. ,2023-05-02 23:56:00+00:00,2023-05-02,3:56:00+,TransLink Alerts,https://transit.alerts.social/o/6451a3af1c3f3214fbd29fa3,negative,mastodon
top2,translink@transit.alerts.social,531 Willowbrook trip leaving White Rock Centre @ Bay 9 at 5:09 pm is cancelled today due to traffic.,2023-05-03 00:10:14+00:00,2023-05-03,0:10:14+,TransLink Alerts,https://transit.alerts.social/o/6451a7331c3f3214fbd29fc3,negative,mastodon
top2,translink@transit.alerts.social,10 Downtown trip leaving Marine Drive Station @ Bay 1 at 5:07 pm is cancelled today due to mechanical issue.,2023-05-03 00:13:35+00:00,2023-05-03,0:13:35+,TransLink Alerts,https://transit.alerts.social/o/6451a85f1c3f3214fbd29fcb,negative,mastodon
top2,translink@transit.alerts.social,232 Phibbs Exchange trip leaving Grouse Mountain @ Skyride at 5:58 pm is cancelled today due to mechanical issue.,2023-05-03 00:23:39.450000+00:00,2023-05-03,0:23:39.450000+,TransLink Alerts,https://transit.alerts.social/o/6451a98b1c3f3214fbd29fcf,negative,mastodon
top2,translink@transit.alerts.social,743 Meadowtown trip leaving Haney Place @ Bay 9 at 5:00 pm is cancelled today due to mechanical issue.,2023-05-03 00:22:27+00:00,2023-05-03,0:22:27+,TransLink Alerts,https://transit.alerts.social/o/6451a98b1c3f3214fbd29fd1,negative,mastodon
top2,translink@transit.alerts.social,247 Grouse Mountain trip leaving Westbound W Georgia St @ Homer St at 5:12 pm is cancelled today due to mechanical issue.,2023-05-03 00:20:52+00:00,2023-05-03,0:20:52+,TransLink Alerts,https://transit.alerts.social/o/6451a98b1c3f3214fbd29fd3,negative,mastodon
top2,translink@transit.alerts.social,373 Surrey Central Station trip leaving Guildford Exchange @ Bay 4 at 5:28 pm is cancelled today due to mechanical issue.,2023-05-03 00:43:01+00:00,2023-05-03,0:43:01+,TransLink Alerts,https://transit.alerts.social/o/6451af671c3f3214fbd29ff8,negative,mastodon
top2,translink@transit.alerts.social,2 Macdonald-16 Ave trip leaving Burrard Station @ Bay 4 at 5:48 pm is cancelled today due to traffic. Resume Cornwall at Cypress,2023-05-03 00:50:06+00:00,2023-05-03,0:50:06+,TransLink Alerts,https://transit.alerts.social/o/6451b0931c3f3214fbd29ffc,negative,mastodon
top2,translink@transit.alerts.social,15 Olympic Village Station leaving Marine Drive Station at 12:44pm was cancelled today due to traffic.,2023-05-07 20:12:06+00:00,2023-05-07,0:12:06+,TransLink Alerts,https://transit.alerts.social/o/645806ec5eb888782133d7a3,negative,mastodon
top2,translink@transit.alerts.social,112 Edmonds Station leaving New Westminster Station at 12:55pm was cancelled today due to traffic. Resumed from 12 St &amp; 10 Ave,2023-05-07 20:30:34+00:00,2023-05-07,0:30:34+,TransLink Alerts,https://transit.alerts.social/o/64580b9c5eb888782133d7ab,negative,mastodon
top2,translink@transit.alerts.social,33 29th Ave Station leaving UBC Exchange at 1:53pm is cancelled today due to traffic. Resume from 16 Ave &amp; East Blvd,2023-05-07 21:11:20+00:00,2023-05-07,1:11:20+,TransLink Alerts,https://transit.alerts.social/o/645814fc5eb888782133d7d1,negative,mastodon
top2,translink@transit.alerts.social,15 Olympic Village Station leaving Marine Drive Station at 2:16pm is cancelled today due to mechanical issue.,2023-05-07 21:15:40.470000+00:00,2023-05-07,1:15:40.470000+,TransLink Alerts,https://transit.alerts.social/o/645814fc5eb888782133d7cf,negative,mastodon
top2,translink@transit.alerts.social,375 Guildford leaving 1100 King George Blvd at 2:24pm is delayed today due to traffic. ,2023-05-07 21:24:00+00:00,2023-05-07,1:24:00+,TransLink Alerts,https://transit.alerts.social/o/645817545eb888782133d7e3,negative,mastodon
top2,translink@transit.alerts.social,375 Guildford leaving 1100 King George Blvd at 2:04pm is cancelled today due to traffic. Resume from 152 St &amp; 48 Ave,2023-05-07 21:22:54+00:00,2023-05-07,1:22:54+,TransLink Alerts,https://transit.alerts.social/o/645817545eb888782133d7e1,negative,mastodon
top2,translink@transit.alerts.social,375 White Rock South leaving 105 Ave at 150 St at 2:23pm is experiencing delays today due to traffic.,2023-05-07 21:24:31+00:00,2023-05-07,1:24:31+,TransLink Alerts,https://transit.alerts.social/o/645817545eb888782133d7e5,negative,mastodon
top2,translink@transit.alerts.social,316 Surrey Central Station trip leaving Scottsdale Exchange @ Bay 2 at 1:51 pm is cancelled today.,2023-05-07 21:36:55+00:00,2023-05-07,1:36:55+,TransLink Alerts,https://transit.alerts.social/o/64581ad85eb888782133d7f3,negative,mastodon
top2,translink@transit.alerts.social,341 Newton Exchange trip leaving Eastbound 105 Ave @ 150 St at 4:47 pm is cancelled today due to traffic.,2023-05-07 22:15:40.522000+00:00,2023-05-07,2:15:40.522000+,TransLink Alerts,https://transit.alerts.social/o/6458230c5eb888782133d815,negative,mastodon
top2,translink@transit.alerts.social,173 Cedar trip leaving Coquitlam Central Station @ Bay 14 at 3:21 pm is cancelled today due to mechanical issue.,2023-05-07 22:33:16+00:00,2023-05-07,2:33:16+,TransLink Alerts,https://transit.alerts.social/o/645827bc5eb888782133d825,negative,mastodon
top2,translink@transit.alerts.social,171 Coquitlam Central Station trip leaving Southbound Fremont St @ Dominion Ave at 2:54 pm is cancelled today due to mechanical issue.,2023-05-07 22:32:20+00:00,2023-05-07,2:32:20+,TransLink Alerts,https://transit.alerts.social/o/645827bc5eb888782133d823,negative,mastodon
top2,translink@transit.alerts.social,7 Nanaimo Station trip leaving Dunbar Loop @ Bay 2 at 2:24 pm is cancelled today from Waterfront Station due to traffic. Resume from Nanaimo St and Dundas St.,2023-05-07 22:37:58+00:00,2023-05-07,2:37:58+,TransLink Alerts,https://transit.alerts.social/o/645828e85eb888782133d82f,negative,mastodon
top2,translink@transit.alerts.social,375 Guildford trip leaving Northbound King George Blvd @ 1100 Block at 3:24 pm is cancelled today due to traffic. Resume from White Rock Centre.,2023-05-07 22:39:56+00:00,2023-05-07,2:39:56+,TransLink Alerts,https://transit.alerts.social/o/645828e85eb888782133d831,negative,mastodon
top2,translink@transit.alerts.social,160 Kootenay Loop trip leaving Port Coquitlam Station @ Bay 4 at 3:40 pm is cancelled today due to traffic. Resume from Pinetree Way and Anson Ave.,2023-05-07 22:43:04+00:00,2023-05-07,2:43:04+,TransLink Alerts,https://transit.alerts.social/o/64582a145eb888782133d837,negative,mastodon
top2,translink@transit.alerts.social,19 Stanley Park trip leaving Metrotown Station @ Bay 2 at 3:48 pm is cancelled today due to traffic. Resume from Kingsway and Joyce.,2023-05-07 22:48:11+00:00,2023-05-07,2:48:11+,TransLink Alerts,https://transit.alerts.social/o/64582b405eb888782133d83f,negative,mastodon
top2,translink@transit.alerts.social,7 Dunbar trip leaving Nanaimo Station @ Bay 3 at 4:17 pm is cancelled today due to traffic. Resume from Dundas St and N Garden Dr.,2023-05-07 22:50:40.617000+00:00,2023-05-07,2:50:40.617000+,TransLink Alerts,https://transit.alerts.social/o/64582b405eb888782133d83d,negative,mastodon
top2,translink@transit.alerts.social,7 Nanaimo Station trip leaving Dunbar Loop @ Bay 2 at 2:54 pm is cancelled today from W 5 Ave and Granville St due to traffic.,2023-05-07 22:45:33+00:00,2023-05-07,2:45:33+,TransLink Alerts,https://transit.alerts.social/o/64582b405eb888782133d83b,negative,mastodon
top2,translink@transit.alerts.social,174 Coquitlam Central Station trip leaving Westbound Victoria Dr @ Rocklin St at 3:52 pm is cancelled today due to mechanical issue.,2023-05-07 22:52:00+00:00,2023-05-07,2:52:00+,TransLink Alerts,https://transit.alerts.social/o/64582c6c5eb888782133d841,negative,mastodon
top2,translink@transit.alerts.social,373 Guildford trip leaving Surrey Central Station @ Bay 6 at 4:20 pm is cancelled today due to mechanical issue. Resume Gateway Station.,2023-05-07 23:05:40.332000+00:00,2023-05-07,3:05:40.332000+,TransLink Alerts,https://transit.alerts.social/o/64582ec45eb888782133d84b,negative,mastodon
top2,translink@transit.alerts.social,28 Phibbs Exchange trip leaving Joyce Station @ Bay 2 at 3:23 pm is cancelled today from Kootenay Loop due to traffic.,2023-05-07 23:11:50+00:00,2023-05-07,3:11:50+,TransLink Alerts,https://transit.alerts.social/o/6458311c5eb888782133d851,negative,mastodon
top2,translink@transit.alerts.social,28 Joyce Station trip leaving Phibbs Exchange @ Bay 5 at 4:03 pm is cancelled today due to traffic. Resume Boundary &amp; Pender.,2023-05-07 23:12:56+00:00,2023-05-07,3:12:56+,TransLink Alerts,https://transit.alerts.social/o/6458311c5eb888782133d853,negative,mastodon
top2,translink@transit.alerts.social,84 UBC trip leaving VCC-Clark Station @ Bay 1 at 4:13 pm is cancelled today.,2023-05-07 23:38:42+00:00,2023-05-07,3:38:42+,TransLink Alerts,https://transit.alerts.social/o/645836f85eb888782133d86d,negative,mastodon
top2,translink@transit.alerts.social,172 Riverside trip leaving Coquitlam Central Station @ Bay 13 at 4:29 pm is cancelled today.,2023-05-07 23:41:14+00:00,2023-05-07,3:41:14+,TransLink Alerts,https://transit.alerts.social/o/645838245eb888782133d871,negative,mastodon
top2,translink@transit.alerts.social,2 Downtown trip leaving Eastbound W 16 Ave @ Carnarvon St at 4:54 pm is cancelled today due to traffic. Resume from Macdonald St and W Broadway.,2023-05-08 00:13:59+00:00,2023-05-08,0:13:59+,TransLink Alerts,https://transit.alerts.social/o/64583f2c5eb888782133d89d,negative,mastodon
top2,translink@transit.alerts.social,323 Surrey Central Station trip leaving Newton Exchange @ Bay 7 at 4:46 pm is cancelled today due to traffic. Resume from 128 St and 76 Ave.,2023-05-08 00:17:35+00:00,2023-05-08,0:17:35+,TransLink Alerts,https://transit.alerts.social/o/645840585eb888782133d89f,negative,mastodon
top2,translink@transit.alerts.social,3 Main-Marine Drive Station trip leaving Waterfront Station @ Bay 3 at 5:12 pm is cancelled today due to traffic. Resume from Main St and E Hastings St.,2023-05-08 00:16:16+00:00,2023-05-08,0:16:16+,TransLink Alerts,https://transit.alerts.social/o/645840585eb888782133d8a1,negative,mastodon
top2,translink@transit.alerts.social,3 Downtown trip leaving Marine Drive Station @ Bay 1 at 4:26 pm is cancelled today from Main St and National Ave due to traffic. ,2023-05-08 00:15:21+00:00,2023-05-08,0:15:21+,TransLink Alerts,https://transit.alerts.social/o/645840585eb888782133d8a3,negative,mastodon
top2,translink@transit.alerts.social,R4 41st Ave to UBC trip leaving Joyce Station @ Bay 4 at 5:00 pm is cancelled today due to traffic. Resume from Oakridge-41 Station. ,2023-05-08 00:22:01+00:00,2023-05-08,0:22:01+,TransLink Alerts,https://transit.alerts.social/o/645841845eb888782133d8a5,negative,mastodon
top2,translink@transit.alerts.social,373 Surrey Central Station trip leaving Guildford Exchange @ Bay 4 at 7:00 am is cancelled today.,2023-05-08 12:20:40.487000+00:00,2023-05-08,2:20:40.487000+,TransLink Alerts,https://transit.alerts.social/o/6458e9185eb888782133da48,negative,mastodon
top2,translink@transit.alerts.social,373 Surrey Central Station trip leaving Guildford Exchange @ Bay 4 at 5:35 am is cancelled today.,2023-05-08 12:20:40.483000+00:00,2023-05-08,2:20:40.483000+,TransLink Alerts,https://transit.alerts.social/o/6458e9185eb888782133da46,negative,mastodon
top2,translink@transit.alerts.social,310 Scottsdale trip leaving Northbound 51 St @ 47 Ave at 8:16 am is cancelled today.,2023-05-08 12:25:40.754000+00:00,2023-05-08,2:25:40.754000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da64,negative,mastodon
top2,translink@transit.alerts.social,310 Scottsdale trip leaving Northbound 51 St @ 47 Ave at 6:57 am is cancelled today.,2023-05-08 12:25:40.753000+00:00,2023-05-08,2:25:40.753000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da62,negative,mastodon
top2,translink@transit.alerts.social,148 Royal Oak Station trip leaving Edmonds Station @ Bay 7 at 6:00 am is cancelled today.,2023-05-08 12:25:40.751000+00:00,2023-05-08,2:25:40.751000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da60,negative,mastodon
top2,translink@transit.alerts.social,310 Ladner trip leaving Scottsdale Exchange @ Bay 1 at 7:38 am is cancelled today.,2023-05-08 12:25:40.750000+00:00,2023-05-08,2:25:40.750000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da5e,negative,mastodon
top2,translink@transit.alerts.social,310 Ladner trip leaving Scottsdale Exchange @ Bay 1 at 6:18 am is cancelled today.,2023-05-08 12:25:40.749000+00:00,2023-05-08,2:25:40.749000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da5c,negative,mastodon
top2,translink@transit.alerts.social,148 Edmonds Station trip leaving Westbound Beresford St @ Royal Oak Ave at 5:35 am is cancelled today.,2023-05-08 12:25:40.747000+00:00,2023-05-08,2:25:40.747000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da5a,negative,mastodon
top2,translink@transit.alerts.social,373 Guildford trip leaving Surrey Central Station @ Bay 6 at 7:40 am is cancelled today.,2023-05-08 12:25:40.744000+00:00,2023-05-08,2:25:40.744000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da58,negative,mastodon
top2,translink@transit.alerts.social,373 Guildford trip leaving Surrey Central Station @ Bay 6 at 6:25 am is cancelled today.,2023-05-08 12:25:40.743000+00:00,2023-05-08,2:25:40.743000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da56,negative,mastodon
top2,translink@transit.alerts.social,148 Royal Oak Station trip leaving Edmonds Station @ Bay 7 at 5:15 am is cancelled today.,2023-05-08 12:21:07+00:00,2023-05-08,2:21:07+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da54,negative,mastodon
top2,translink@transit.alerts.social,373 Surrey Central Station trip leaving Guildford Exchange @ Bay 4 at 8:20 am is cancelled today.,2023-05-08 12:25:40.738000+00:00,2023-05-08,2:25:40.738000+,TransLink Alerts,https://transit.alerts.social/o/6458ea445eb888782133da52,negative,mastodon
top2,translink@transit.alerts.social,148 Edmonds Station trip leaving Westbound Beresford St @ Royal Oak Ave at 6:20 am is cancelled today.,2023-05-08 12:30:40.627000+00:00,2023-05-08,2:30:40.627000+,TransLink Alerts,https://transit.alerts.social/o/6458eb705eb888782133da6e,negative,mastodon
top2,translink@transit.alerts.social,391 Scott Road Station trip leaving Scottsdale Exchange @ Bay 9 at 6:26 am is cancelled today.,2023-05-08 12:40:40.747000+00:00,2023-05-08,2:40:40.747000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133daa0,negative,mastodon
top2,translink@transit.alerts.social,325 Surrey Central Station trip leaving Newton Exchange @ Bay 8 at 6:28 am is cancelled today.,2023-05-08 12:40:40.745000+00:00,2023-05-08,2:40:40.745000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da9e,negative,mastodon
top2,translink@transit.alerts.social,388 22nd St Station trip leaving Carvolth Exchange @ Bay 7 at 8:45 am is cancelled today.,2023-05-08 12:40:40.743000+00:00,2023-05-08,2:40:40.743000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da9c,negative,mastodon
top2,translink@transit.alerts.social,345 White Rock Centre trip leaving King George Station @ Bay 2 at 9:18 am is cancelled today.,2023-05-08 12:40:40.742000+00:00,2023-05-08,2:40:40.742000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da9a,negative,mastodon
top2,translink@transit.alerts.social,388 Carvolth Exchange trip leaving 22nd Street Station @ Bay 1 at 7:25 am is cancelled today.,2023-05-08 12:40:40.740000+00:00,2023-05-08,2:40:40.740000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da98,negative,mastodon
top2,translink@transit.alerts.social,345 King George Station trip leaving Westbound Thrift Ave @ Johnston Rd at 8:13 am is cancelled today.,2023-05-08 12:40:40.739000+00:00,2023-05-08,2:40:40.739000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da96,negative,mastodon
top2,translink@transit.alerts.social,418 22nd St Station trip leaving Westbound Blundell Rd @ 16100 Block at 6:48 am is cancelled today.,2023-05-08 12:40:40.738000+00:00,2023-05-08,2:40:40.738000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da94,negative,mastodon
top2,translink@transit.alerts.social,345 White Rock Centre trip leaving King George Station @ Bay 2 at 7:18 am is cancelled today.,2023-05-08 12:40:40.732000+00:00,2023-05-08,2:40:40.732000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da90,negative,mastodon
top2,translink@transit.alerts.social,345 King George Station trip leaving Westbound Thrift Ave @ Johnston Rd at 6:22 am is cancelled today.,2023-05-08 12:40:40.731000+00:00,2023-05-08,2:40:40.731000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da8e,negative,mastodon
top2,translink@transit.alerts.social,104 22nd St Station trip leaving Southbound Cliveden Ave @ 1600 Block at 5:52 am is cancelled today.,2023-05-08 12:40:40.730000+00:00,2023-05-08,2:40:40.730000+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da8c,negative,mastodon
top2,translink@transit.alerts.social,104 Annacis Island trip leaving 22nd Street Station @ Bay 3 at 5:25 am is cancelled today.,2023-05-08 12:35:49+00:00,2023-05-08,2:35:49+,TransLink Alerts,https://transit.alerts.social/o/6458edc85eb888782133da8a,negative,mastodon
top2,translink@transit.alerts.social,323 Newton Exchange trip leaving Surrey Central Station @ Bay 5 at 9:12 am is cancelled today.,2023-05-08 12:45:40.697000+00:00,2023-05-08,2:45:40.697000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133daba,negative,mastodon
top2,translink@transit.alerts.social,324 Surrey Central Station trip leaving Newton Exchange @ Bay 8 at 8:23 am is cancelled today.,2023-05-08 12:45:40.696000+00:00,2023-05-08,2:45:40.696000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133dab8,negative,mastodon
top2,translink@transit.alerts.social,337 Surrey Central Station trip leaving Northbound 168 St @ 104 Ave at 8:44 am is cancelled today.,2023-05-08 12:45:40.694000+00:00,2023-05-08,2:45:40.694000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133dab6,negative,mastodon
top2,translink@transit.alerts.social,323 Newton Exchange trip leaving Surrey Central Station @ Bay 5 at 7:46 am is cancelled today.,2023-05-08 12:45:40.693000+00:00,2023-05-08,2:45:40.693000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133dab4,negative,mastodon
top2,translink@transit.alerts.social,337 Fraser Heights trip leaving Surrey Central Station @ Bay 5A at 8:23 am is cancelled today.,2023-05-08 12:45:40.692000+00:00,2023-05-08,2:45:40.692000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133dab2,negative,mastodon
top2,translink@transit.alerts.social,323 Surrey Central Station trip leaving Newton Exchange @ Bay 7 at 7:05 am is cancelled today.,2023-05-08 12:45:40.690000+00:00,2023-05-08,2:45:40.690000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133dab0,negative,mastodon
top2,translink@transit.alerts.social,320 Surrey Central Station trip leaving Langley Centre @ Bay 2 at 7:06 am is cancelled today.,2023-05-08 12:45:40.687000+00:00,2023-05-08,2:45:40.687000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133daae,negative,mastodon
top2,translink@transit.alerts.social,855 Southpoint Special trip leaving Southbound 152 St @ 29A Ave at 7:43 am is cancelled today.,2023-05-08 12:45:40.686000+00:00,2023-05-08,2:45:40.686000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133daac,negative,mastodon
top2,translink@transit.alerts.social,312 Scott Road Station trip leaving Scottsdale Exchange @ Bay 6 at 7:39 am is cancelled today.,2023-05-08 12:45:40.685000+00:00,2023-05-08,2:45:40.685000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133daaa,negative,mastodon
top2,translink@transit.alerts.social,312 Scottsdale trip leaving Scott Road Station @ Bay 8 at 6:58 am is cancelled today.,2023-05-08 12:45:40.683000+00:00,2023-05-08,2:45:40.683000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133daa8,negative,mastodon
top2,translink@transit.alerts.social,326 Surrey Central Station trip leaving Eastbound 105 Ave @ 150 St at 6:28 am is cancelled today.,2023-05-08 12:45:40.682000+00:00,2023-05-08,2:45:40.682000+,TransLink Alerts,https://transit.alerts.social/o/6458eef45eb888782133daa6,negative,mastodon
top2,translink@transit.alerts.social,148 Royal Oak Station trip leaving Edmonds Station @ Bay 7 at 6:45 am is cancelled today.,2023-05-08 12:50:41.635000+00:00,2023-05-08,2:50:41.635000+,TransLink Alerts,https://transit.alerts.social/o/6458f0215eb888782133dad0,negative,mastodon
top2,translink@transit.alerts.social,148 Edmonds Station trip leaving Westbound Beresford St @ Royal Oak Ave at 7:05 am is cancelled today.,2023-05-08 12:50:41.638000+00:00,2023-05-08,2:50:41.638000+,TransLink Alerts,https://transit.alerts.social/o/6458f0215eb888782133dad2,negative,mastodon
top2,translink@transit.alerts.social,148 Edmonds Station trip leaving Westbound Beresford St @ Royal Oak Ave at 7:51 am is cancelled today.,2023-05-08 12:50:41.641000+00:00,2023-05-08,2:50:41.641000+,TransLink Alerts,https://transit.alerts.social/o/6458f0215eb888782133dad6,negative,mastodon
top2,translink@transit.alerts.social,148 Edmonds Station trip leaving Westbound Beresford St @ Royal Oak Ave at 8:36 am is cancelled today.,2023-05-08 12:50:41.644000+00:00,2023-05-08,2:50:41.644000+,TransLink Alerts,https://transit.alerts.social/o/6458f0215eb888782133dada,negative,mastodon
top2,translink@transit.alerts.social,147 Metrotown Station trip leaving Edmonds Station @ Bay 7 at 9:05 am is cancelled today.,2023-05-08 12:50:41.648000+00:00,2023-05-08,2:50:41.648000+,TransLink Alerts,https://transit.alerts.social/o/6458f0215eb888782133dadc,negative,mastodon
top2,translink@transit.alerts.social,5 Robson trip leaving Northbound Cambie St @ Dunsmuir St at 6:20 am is cancelled today.,2023-05-08 13:00:40.935000+00:00,2023-05-08,3:00:40.935000+,TransLink Alerts,https://transit.alerts.social/o/6458f2785eb888782133daf3,negative,mastodon
top2,translink@transit.alerts.social,743 Meadowtown trip leaving Haney Place @ Bay 9 at 6:20 am is cancelled today due to motor vehicle accident.,2023-05-08 13:05:40.717000+00:00,2023-05-08,3:05:40.717000+,TransLink Alerts,https://transit.alerts.social/o/6458f3a45eb888782133daff,negative,mastodon
top2,translink@transit.alerts.social,5 Robson trip leaving Northbound Cambie St @ Dunsmuir St at 7:03 am is cancelled today.,2023-05-08 13:05:40.730000+00:00,2023-05-08,3:05:40.730000+,TransLink Alerts,https://transit.alerts.social/o/6458f3a45eb888782133db03,negative,mastodon
top2,translink@transit.alerts.social,335 Surrey Central Station trip leaving Newton Exchange @ Bay 11 at 5:38 am is cancelled today due to mechanical issue.,2023-05-08 13:06:02+00:00,2023-05-08,3:06:02+,TransLink Alerts,https://transit.alerts.social/o/6458f4d05eb888782133db13,negative,mastodon
top2,translink@transit.alerts.social,595 Maple Meadows Station trip leaving Langley Centre @ Bay 4 at 1:48 pm is cancelled today.,2023-05-04 21:04:09+00:00,2023-05-04,1:04:09+,TransLink Alerts,https://transit.alerts.social/o/64541ed81c3f3214fbd2ad54,negative,mastodon
top2,translink@transit.alerts.social,103 Victoria Hill trip leaving Northbound Renaissance Square @ Quayside Dr at 2:40 pm is cancelled today.,2023-05-04 21:13:40.534000+00:00,2023-05-04,1:13:40.534000+,TransLink Alerts,https://transit.alerts.social/o/645420041c3f3214fbd2ad60,negative,mastodon
top2,translink@transit.alerts.social,R4 41st Ave to Joyce Station trip leaving UBC Exchange @ Bay 4 at 1:08 pm is cancelled today.,2023-05-04 21:13:33+00:00,2023-05-04,1:13:33+,TransLink Alerts,https://transit.alerts.social/o/645421301c3f3214fbd2ad66,negative,mastodon
top2,translink@transit.alerts.social,145 Production Station trip leaving SFU Transit Exchange @ Bay 1 at 3:24 pm is cancelled today.,2023-05-04 22:03:40.635000+00:00,2023-05-04,2:03:40.635000+,TransLink Alerts,https://transit.alerts.social/o/64542bbc1c3f3214fbd2adc4,negative,mastodon
top2,translink@transit.alerts.social,133 Edmonds Station trip leaving Southbound Holdom Ave @ Lougheed Hwy at 3:14 pm is cancelled today.,2023-05-04 22:26:19+00:00,2023-05-04,2:26:19+,TransLink Alerts,https://transit.alerts.social/o/645431981c3f3214fbd2ade6,negative,mastodon
top2,translink@transit.alerts.social,129 Patterson Station trip leaving Northbound Holdom Ave @ Lougheed Hwy at 4:24 pm is cancelled today.,2023-05-04 22:33:40.660000+00:00,2023-05-04,2:33:40.660000+,TransLink Alerts,https://transit.alerts.social/o/645432c41c3f3214fbd2adf0,negative,mastodon
top2,translink@transit.alerts.social,R4 41st Ave to Joyce Station trip leaving UBC Exchange @ Bay 4 at 2:57 pm is cancelled today.,2023-05-04 22:35:44+00:00,2023-05-04,2:35:44+,TransLink Alerts,https://transit.alerts.social/o/645433f01c3f3214fbd2adfe,negative,mastodon
top2,translink@transit.alerts.social,373 Guildford trip leaving Surrey Central Station @ Bay 6 at 3:15 pm is cancelled today.,2023-05-04 22:55:51+00:00,2023-05-04,2:55:51+,TransLink Alerts,https://transit.alerts.social/o/645438a01c3f3214fbd2ae2e,negative,mastodon
top2,translink@transit.alerts.social,100 Marpole trip leaving 22nd Street Station @ Bay 6 at 3:21 pm is cancelled today.,2023-05-04 22:56:17+00:00,2023-05-04,2:56:17+,TransLink Alerts,https://transit.alerts.social/o/645438a01c3f3214fbd2ae2c,negative,mastodon
top2,translink@transit.alerts.social,531 Willowbrook trip leaving White Rock Centre @ Bay 9 at 2:43 pm is cancelled today from 24 Ave and 190 St due to mechanical issue.,2023-05-04 22:29:25+00:00,2023-05-04,2:29:25+,TransLink Alerts,https://transit.alerts.social/o/645438a01c3f3214fbd2ae2a,negative,mastodon
top2,translink@transit.alerts.social,128 22nd St Station trip leaving Braid Station @ Bay 6 at 3:39 pm is cancelled today due to traffic.,2023-05-04 22:57:35+00:00,2023-05-04,2:57:35+,TransLink Alerts,https://transit.alerts.social/o/645438a01c3f3214fbd2ae32,negative,mastodon
top2,translink@transit.alerts.social,322 Scottsdale trip leaving Newton Exchange @ Bay 9 at 3:50 pm is cancelled today due to traffic. Resume 124 and 58A.,2023-05-04 23:02:24+00:00,2023-05-04,3:02:24+,TransLink Alerts,https://transit.alerts.social/o/645439cc1c3f3214fbd2ae36,negative,mastodon
top2,translink@transit.alerts.social,322 Newton Exchange trip leaving Scottsdale Exchange @ Bay 1 at 3:00 pm is cancelled today due to traffic.,2023-05-04 23:01:11+00:00,2023-05-04,3:01:11+,TransLink Alerts,https://transit.alerts.social/o/645439cc1c3f3214fbd2ae38,negative,mastodon
top2,translink@transit.alerts.social,123 Brentwood Station trip leaving New Westminster Station @ Bay 4 at 3:47 pm is cancelled today.,2023-05-04 23:05:11+00:00,2023-05-04,3:05:11+,TransLink Alerts,https://transit.alerts.social/o/64543af81c3f3214fbd2ae44,negative,mastodon
top2,translink@transit.alerts.social,145 Production Station trip leaving SFU Transit Exchange @ Bay 1 at 4:14 pm is cancelled today.,2023-05-04 23:16:01+00:00,2023-05-04,3:16:01+,TransLink Alerts,https://transit.alerts.social/o/64543d501c3f3214fbd2ae5a,negative,mastodon
